order_item_id,order_id,product_id,quantity
177,71,9,3
178,71,6,3
179,72,35,1
180,73,40,1
181,73,20,3
182,73,33,2
183,74,39,5
184,74,10,4
185,74,21,4
186,74,24,3
187,75,12,4
188,75,8,3
189,75,16,2
190,75,1,2
191,76,50,1
192,76,46,3
193,76,38,2
194,77,8,3
195,77,19,5
196,77,4,5
197,77,43,2
198,78,11,1
199,78,27,3
200,79,20,1
201,79,14,4
202,79,46,5
203,80,15,2
204,80,43,1
205,80,50,1
206,80,30,1
207,81,32,5
208,82,11,1
209,82,10,3
210,82,8,5
211,83,6,2
212,83,36,2
213,83,18,3
214,83,21,3
215,84,28,4
216,84,33,3
217,85,44,1
218,85,42,1
219,85,32,4
220,86,42,1
221,86,11,5
222,87,22,4
223,87,48,4
224,87,10,4
225,87,15,2
226,88,26,2
227,88,44,2
228,88,21,4
229,88,27,1
230,89,18,1
231,90,49,3
232,91,29,1
233,91,35,1
234,92,21,1
235,92,42,1
236,92,34,1
237,93,31,2
238,93,44,2
239,94,20,2
240,95,30,1
241,95,43,4
242,95,13,1
243,96,15,1
244,96,37,2
245,96,45,4
246,97,32,2
247,98,13,1
248,99,25,3
249,99,40,3
250,100,34,4
251,100,50,2
252,101,39,2
253,102,16,3
254,102,23,5
255,102,9,3
256,102,47,2
257,103,10,2
258,103,11,4
259,104,45,2
260,104,40,5
261,105,1,3
262,105,19,4
263,106,23,2
264,106,15,2
265,107,28,1
266,107,6,4
267,107,33,4
268,107,23,1
269,108,36,4
270,109,33,2
271,110,39,5
272,110,32,2
273,110,8,2
274,110,49,4
275,111,7,1
276,112,8,3
277,112,10,5
278,112,26,2
279,112,7,5
280,113,46,4
281,113,6,4
282,114,35,4
283,114,17,4
284,114,50,2
285,115,29,2
286,115,49,2
287,115,17,2
288,116,45,2
289,116,10,2
290,117,41,1
291,118,17,5
292,118,10,5
293,118,23,2
294,119,12,3
295,119,47,4
296,120,25,2
297,121,14,1
298,121,24,4
299,121,42,2
300,122,16,5
301,122,5,1
302,122,42,3
303,122,8,4
304,123,18,4
305,123,7,3
306,123,16,2
307,123,1,5
308,124,50,5
309,124,8,3
310,124,42,2
311,125,43,1
312,126,50,2
313,126,25,4
314,127,33,3
315,128,15,3
316,128,37,4
317,128,47,1
318,128,31,3
319,129,31,3
320,129,3,3
321,129,24,5
322,130,12,1
323,131,6,3
324,131,28,1
325,131,47,1
326,132,22,1
327,132,28,5
328,132,18,1
329,133,38,5
330,133,14,4
331,133,21,3
332,133,29,2
333,134,31,1
334,135,2,2
335,135,17,4
336,136,43,1
337,136,1,5
338,137,7,1
339,137,9,2
340,137,47,3
341,137,43,1
342,138,37,4
343,138,16,5
344,139,30,4
345,139,35,4
346,139,37,1
347,139,42,5
348,140,14,4
349,140,5,4
350,140,11,2
351,140,28,1
352,141,9,4
353,141,29,1
354,142,22,5
355,142,45,5
356,142,37,4
357,142,34,5
358,143,23,5
359,143,16,3
360,143,41,2
361,143,14,1
362,144,41,4
363,145,20,5
364,145,13,5
365,145,2,3
366,146,15,2
367,146,8,1
368,147,8,1
369,147,38,3
370,148,50,3
371,149,25,4
372,149,18,3
373,149,19,4
374,149,37,1
375,150,1,2
376,151,36,3
377,151,30,5
378,151,26,4
379,151,20,4
380,152,20,4
381,152,37,3
382,152,29,1
383,152,38,4
384,153,25,4
385,153,23,1
386,154,22,4
387,154,3,2
388,154,2,3
389,155,45,2
390,155,15,1
391,155,31,5
392,156,18,2
393,156,37,4
394,156,28,4
395,156,40,1
396,157,41,5
397,158,9,4
398,158,37,2
399,158,45,3
400,159,4,3
401,159,45,5
402,160,47,3
403,160,1,1
404,160,12,2
405,160,24,5
406,161,30,2
407,161,27,4
408,162,16,5
409,162,6,3
410,162,21,5
411,163,40,3
412,163,26,4
413,163,23,4
414,164,20,3
415,164,22,3
416,165,20,3
417,165,46,1
418,166,40,5
419,166,8,5
420,166,26,5
421,167,49,2
422,167,39,3
423,168,38,2
424,168,29,5
425,168,19,3
426,169,17,5
427,169,2,2
428,169,34,2
429,169,49,2
430,170,38,3
431,171,9,2
432,171,39,5
433,171,47,5
434,171,31,5
435,172,7,1
436,172,16,1
437,172,11,5
438,173,9,1
439,173,4,4
440,173,45,1
441,173,12,4
442,174,20,2
443,174,34,3
444,174,23,4
445,175,22,2
446,175,31,2
447,175,38,1
448,176,1,3
449,176,3,3
450,177,20,5
451,177,25,2
452,177,5,5
453,177,10,1
454,178,10,3
455,179,9,1
456,180,47,3
457,180,30,4
458,181,34,4
459,181,46,2
460,181,39,3
461,182,41,1
462,182,44,5
463,182,31,4
464,183,37,5
465,184,5,3
466,184,17,5
467,185,13,3
468,185,17,4
469,185,45,4
470,186,6,2
471,186,5,5
472,187,4,2
473,187,14,2
474,187,19,4
475,188,43,2
476,188,48,1
477,189,13,4
478,189,20,3
479,190,17,2
480,190,27,1
481,191,20,2
482,192,46,4
483,192,38,5
484,192,27,1
485,192,33,1
486,193,46,3
487,193,10,4
488,193,37,5
489,194,10,1
490,195,29,3
491,195,19,2
492,195,5,1
493,195,30,3
494,196,21,2
495,196,4,2
496,197,4,5
497,197,11,3
498,197,36,4
499,198,22,3
500,198,12,2
501,198,29,2
502,198,49,2
503,199,34,5
504,199,10,2
505,200,9,1
506,201,22,5
507,201,26,1
508,202,14,2
509,202,1,1
510,203,13,4
511,203,17,4
512,204,5,4
513,204,47,4
514,204,45,3
515,204,8,1
516,205,28,5
517,205,10,5
518,205,50,3
519,205,31,3
520,206,48,2
521,206,4,3
522,207,14,2
523,207,4,2
524,207,6,5
525,208,32,1
526,208,11,2
527,208,16,3
528,209,3,5
529,209,9,3
530,210,5,1
531,210,38,1
532,210,48,4
533,210,50,2
534,211,43,3
535,211,9,1
536,212,4,4
537,212,29,3
538,212,47,5
539,213,47,4
540,213,50,3
541,213,7,3
542,213,31,4
543,214,40,5
544,215,17,4
545,215,4,3
546,216,35,2
547,216,29,4
548,217,22,1
549,217,33,2
550,218,21,1
551,218,39,5
552,219,25,5
553,219,26,3
554,219,49,3
555,220,16,2
556,220,32,2
557,221,37,1
558,221,50,2
559,221,5,1
560,221,12,1
561,222,8,5
562,223,33,3
563,223,3,5
564,223,16,4
565,223,45,5
566,224,43,1
567,225,4,1
568,225,32,2
569,225,19,5
570,225,45,2
571,226,7,5
572,226,38,3
573,226,40,3
574,227,39,1
575,227,21,4
576,228,12,2
577,229,32,3
578,229,25,2
579,230,36,2
580,230,30,2
581,231,24,3
582,232,10,4
583,232,8,2
584,233,44,4
585,233,21,2
586,233,17,2
587,233,38,1
588,234,13,3
589,234,19,3
590,235,2,4
591,235,20,5
592,235,33,5
593,235,34,5
594,236,1,1
595,236,18,2
596,236,30,1
597,237,40,5
598,237,44,3
599,237,25,1
600,238,13,4
601,238,44,3
602,238,29,5
603,239,26,2
604,239,28,2
605,240,27,2
606,240,15,4
607,240,18,4
608,241,21,2
609,241,11,1
610,241,23,4
611,241,37,1
612,242,23,5
613,242,35,2
614,242,6,1
615,242,10,3
616,243,10,3
617,243,38,1
618,244,21,4
619,245,3,5
620,245,10,3
621,246,49,5
622,246,43,4
623,246,45,2
624,247,16,2
625,247,30,4
626,247,43,2
627,247,47,5
628,248,43,1
629,248,49,4
630,248,12,4
631,249,22,3
632,250,42,5
633,251,7,1
634,251,13,2
635,251,14,5
636,252,3,3
637,253,46,1
638,253,11,1
639,254,10,2
640,254,7,1
641,255,48,1
642,255,19,3
643,255,33,5
644,256,28,4
645,256,35,5
646,257,26,5
647,257,20,1
648,257,1,5
649,257,7,3
650,258,36,4
651,258,35,3
652,258,4,3
653,259,44,1
654,259,1,4
655,260,37,4
656,260,33,4
657,261,16,4
658,261,21,4
659,261,34,3
660,261,50,4
661,262,50,5
662,262,48,4
663,262,8,2
664,263,19,2
665,263,43,1
666,264,46,2
667,264,28,2
668,265,13,2
669,266,20,1
670,267,19,2
671,268,35,3
672,268,14,4
673,268,8,5
674,269,6,4
675,270,10,5
676,270,49,5
677,270,27,5
678,270,38,3
679,271,42,2
680,272,8,5
681,272,48,1
682,273,15,4
683,274,27,2
684,274,2,1
685,274,48,1
686,274,45,1
687,275,13,5
688,275,48,3
689,275,11,2
690,276,13,1
691,276,7,3
692,276,1,2
693,276,21,3
694,277,34,5
695,277,16,1
696,278,36,4
697,278,45,5
698,278,11,2
699,279,4,4
700,280,35,4
701,280,45,4
702,280,28,2
703,280,11,2
704,281,36,5
705,281,14,5
706,282,44,1
707,282,14,5
708,282,31,3
709,282,27,1
710,283,12,2
711,283,26,4
712,283,30,5
713,283,7,3
714,284,1,1
715,285,10,5
716,285,43,2
717,286,15,5
718,286,46,2
719,287,44,5
720,288,23,4
721,288,12,5
722,289,34,4
723,290,46,1
724,290,49,4
725,290,48,4
726,291,25,4
727,291,7,3
728,291,42,5
729,291,3,2
730,292,41,5
731,293,42,3
732,294,50,5
733,294,5,2
734,295,39,4
735,295,29,5
736,295,27,1
737,295,8,3
738,296,38,5
739,296,35,3
740,296,42,3
741,296,16,4
742,297,48,1
743,297,44,2
744,298,25,5
745,298,24,4
746,298,45,2
747,298,26,5
748,299,37,3
749,299,7,4
750,299,9,2
751,300,40,5
752,300,33,2
753,300,38,3
754,301,15,4
755,301,39,1
756,301,18,4
757,302,9,1
758,302,38,4
759,302,39,3
760,303,10,4
761,303,49,5
762,303,40,3
763,303,27,1
764,304,37,1
765,304,40,5
766,304,26,1
767,304,32,5
768,305,20,5
769,305,44,3
770,305,32,5
771,305,17,5
772,306,26,5
773,306,18,2
774,306,5,5
775,307,8,2
776,307,27,3
777,307,30,4
778,308,14,5
779,308,26,5
780,308,47,5
781,309,25,3
782,310,17,3
783,311,1,5
784,311,39,4
785,311,11,1
786,312,11,2
787,312,8,4
788,312,3,2
789,313,3,5
790,313,26,1
791,313,19,1
792,313,36,5
793,314,18,3
794,314,35,3
795,315,50,2
796,316,36,5
797,317,43,3
798,317,3,4
799,318,43,2
800,318,35,5
801,318,36,5
802,319,17,3
803,319,48,4
804,319,7,2
805,319,36,1
806,320,29,1
807,320,24,1
808,321,14,1
809,322,47,4
810,322,25,1
811,322,49,5
812,323,42,3
813,323,14,4
814,323,2,3
815,324,36,3
816,325,29,3
817,325,35,4
818,326,37,4
819,326,4,1
820,326,33,1
821,326,49,5
822,327,11,1
823,327,27,1
824,327,42,2
825,327,3,4
826,328,45,2
827,328,8,3
828,328,4,3
829,329,17,5
830,329,9,1
831,329,39,4
832,330,18,5
833,330,43,4
834,330,22,3
835,330,28,2
836,331,3,2
837,331,25,1
838,331,10,3
839,332,40,4
840,332,39,2
841,332,28,3
842,333,50,1
843,333,12,3
844,333,8,2
845,333,39,2
846,334,29,4
847,334,2,3
848,334,17,4
849,335,20,3
850,335,35,3
851,335,19,5
852,335,44,2
853,336,21,5
854,336,11,2
855,336,7,3
856,336,15,1
857,337,6,3
858,337,9,2
859,337,19,1
860,337,22,2
861,338,1,2
862,339,9,1
863,339,43,4
864,339,12,2
865,339,6,2
866,340,32,3
867,340,11,5
868,340,28,5
869,340,50,2
870,341,36,3
871,341,21,5
872,341,46,3
873,342,12,3
874,342,38,2
875,343,9,1
876,343,46,4
877,343,21,1
878,344,32,1
879,344,24,4
880,344,40,1
881,345,22,1
882,346,24,3
883,347,17,4
884,348,20,3
885,348,18,2
886,348,31,3
887,348,15,2
888,349,29,3
889,349,34,1
890,349,47,4
891,350,23,5
892,351,45,2
893,351,37,3
894,351,30,3
895,352,3,2
896,352,22,4
897,353,15,2
898,354,34,2
899,355,6,2
900,355,5,5
901,355,45,5
902,355,13,2
903,356,3,2
904,356,33,5
905,356,31,1
906,356,35,3
907,357,31,4
908,357,35,2
909,358,19,5
910,359,12,3
911,359,21,2
912,359,44,1
913,359,5,4
914,360,27,2
915,360,21,3
916,360,43,2
917,361,33,1
918,361,4,3
919,361,7,4
920,361,37,4
921,362,19,4
922,362,18,4
923,363,48,4
924,364,48,4
925,364,25,5
926,364,11,1
927,364,38,3
928,365,14,2
929,365,26,5
930,366,25,3
931,366,41,3
932,366,28,1
933,367,45,1
934,368,4,5
935,369,31,1
936,369,15,5
937,369,37,2
938,370,11,1
939,370,7,5
940,370,46,5
941,371,43,3
942,371,34,4
943,371,19,3
944,371,11,5
945,372,40,5
946,372,49,4
947,372,43,5
948,373,29,3
949,373,11,4
950,373,36,3
951,374,49,5
952,374,34,1
953,374,9,5
954,375,12,2
955,376,29,5
956,377,47,1
957,377,35,2
958,377,39,3
959,377,43,5
960,378,41,4
961,378,39,1
962,379,1,5
963,379,22,3
964,379,49,3
965,379,38,3
966,380,18,2
967,381,32,4
968,381,49,5
969,381,11,1
970,381,34,1
971,382,47,1
972,382,14,2
973,383,49,1
974,383,28,1
975,383,35,5
976,384,40,5
977,384,32,1
978,385,22,1
979,385,37,5
980,385,1,5
981,386,7,4
982,386,29,5
983,387,24,3
984,388,36,4
985,388,28,5
986,389,15,1
987,389,24,3
988,390,49,4
989,391,50,3
990,392,9,4
991,392,44,1
992,393,8,5
993,394,38,1
994,394,6,2
995,395,37,3
996,395,31,2
997,396,23,4
998,396,8,1
999,396,16,5
1000,397,45,5
1001,398,35,1
1002,398,7,1
1003,398,33,3
1004,399,4,2
1005,399,9,4
1006,399,20,2
1007,400,5,4
1008,400,22,2
1009,400,45,4
1010,400,34,4
1011,401,29,2
1012,401,6,3
1013,402,37,2
1014,402,16,5
1015,402,14,1
1016,402,23,1
1017,403,35,4
1018,403,21,1
1019,403,49,3
1020,404,29,1
1021,404,43,3
1022,404,16,4
1023,405,16,2
1024,405,38,3
1025,405,32,3
1026,405,37,1
1027,406,25,3
1028,407,26,5
1029,407,44,1
1030,408,33,4
1031,408,16,4
1032,409,30,2
1033,409,2,5
1034,410,50,1
1035,410,42,3
1036,410,25,2
1037,410,27,3
1038,411,34,4
1039,411,6,3
1040,412,5,4
1041,412,46,1
1042,412,44,1
1043,413,40,4
1044,414,41,5
1045,414,14,3
1046,414,22,4
1047,415,3,1
1048,415,24,2
1049,415,8,5
1050,416,9,4
1051,417,1,2
1052,417,17,4
1053,418,14,1
1054,418,28,3
1055,418,9,3
1056,418,33,3
1057,419,8,2
1058,419,34,5
1059,419,49,3
1060,419,38,2
1061,420,37,4
1062,421,27,4
1063,422,17,5
1064,422,45,1
1065,422,49,5
1066,422,43,2
1067,423,33,3
1068,423,35,5
1069,424,49,1
1070,424,18,2
1071,424,21,3
1072,424,23,5
1073,425,9,3
1074,425,32,2
1075,425,8,1
1076,425,30,4
1077,426,7,4
1078,427,50,2
1079,427,47,3
1080,427,3,2
1081,428,33,4
1082,429,36,4
1083,429,31,3
1084,430,47,2
1085,430,15,4
1086,431,49,1
1087,431,31,3
1088,431,29,1
1089,432,46,5
1090,432,1,1
1091,433,23,2
1092,434,2,4
1093,434,12,2
1094,434,35,3
1095,434,9,3
1096,435,3,1
1097,435,17,2
1098,436,6,1
1099,436,40,3
1100,437,30,3
1101,437,9,1
1102,437,1,1
1103,437,18,1
1104,438,45,1
1105,438,38,5
1106,438,46,2
1107,438,18,2
1108,439,24,5
1109,439,50,1
1110,439,16,1
1111,440,46,2
1112,440,40,2
1113,440,20,3
1114,440,7,5
1115,441,2,5
1116,441,38,4
1117,441,47,2
1118,441,48,4
1119,442,37,2
1120,442,27,2
1121,442,14,3
1122,443,32,3
1123,444,12,1
1124,444,19,3
1125,445,12,1
1126,445,27,1
1127,446,3,2
1128,447,25,1
1129,447,34,4
1130,447,28,2
1131,448,31,1
1132,449,35,4
1133,449,26,2
1134,450,10,1
1135,451,39,3
1136,452,26,2
1137,452,27,1
1138,453,13,5
1139,453,27,1
1140,453,35,1
1141,454,30,3
1142,454,31,1
1143,454,39,1
1144,455,32,2
1145,456,22,1
1146,456,37,1
1147,457,14,2
1148,457,40,1
1149,457,30,4
1150,457,6,2
1151,458,6,2
1152,458,7,5
1153,459,37,4
1154,459,3,1
1155,459,48,4
1156,459,33,4
1157,460,12,1
1158,460,8,3
1159,461,46,4
1160,461,50,1
1161,461,18,4
1162,462,37,2
1163,463,31,1
1164,464,17,1
1165,464,20,2
1166,464,16,2
1167,464,27,3
1168,465,9,2
1169,465,12,1
1170,465,24,4
1171,466,10,3
1172,467,14,3
1173,467,38,1
1174,468,47,1
1175,468,43,5
1176,469,20,4
1177,469,48,2
1178,469,29,4
1179,470,14,2
1180,471,42,1
1181,471,41,2
1182,471,23,2
1183,471,21,4
1184,472,6,3
1185,472,42,5
1186,472,30,1
1187,472,39,2
1188,473,23,5
1189,473,45,3
1190,473,38,1
1191,474,3,1
1192,474,9,3
1193,474,7,5
1194,474,37,5
1195,475,11,4
1196,476,49,5
1197,476,45,5
1198,476,19,4
1199,476,47,3
1200,477,36,4
1201,477,28,2
1202,477,33,2
1203,477,44,4
1204,478,4,3
1205,478,1,3
1206,478,33,4
1207,478,34,3
1208,479,33,2
1209,480,43,1
1210,480,36,5
1211,480,6,1
1212,480,37,4
1213,481,40,1
1214,481,37,4
1215,481,9,3
1216,482,4,4
1217,483,26,2
1218,483,39,2
1219,484,15,3
1220,484,18,5
1221,484,35,4
1222,485,29,2
1223,485,3,1
1224,485,33,2
1225,486,21,2
1226,486,18,1
1227,486,28,2
1228,486,12,1
1229,487,13,4
1230,487,48,2
1231,488,23,3
1232,489,14,2
1233,490,4,1
1234,491,36,5
1235,492,16,4
1236,492,19,4
1237,492,48,2
1238,492,46,5
1239,493,40,1
1240,494,34,5
1241,495,8,3
1242,496,26,1
1243,497,38,1
1244,498,37,2
1245,498,49,2
1246,498,48,2
1247,498,41,4
1248,499,30,5
1249,499,48,5
1250,500,48,4
1251,500,46,1
1252,500,40,5
1253,500,3,3
1254,501,35,4
1255,501,6,4
1256,501,36,3
1257,502,16,5
1258,502,3,5
1259,502,4,5
1260,502,2,3
1261,503,16,1
1262,503,28,1
1263,504,29,1
1264,504,6,5
1265,505,21,1
1266,506,45,5
1267,506,17,2
1268,506,22,5
1269,507,10,3
1270,507,2,1
1271,507,13,1
1272,508,14,2
1273,508,21,3
1274,508,49,4
1275,509,2,5
1276,509,29,5
1277,509,21,5
1278,509,25,3
1279,510,38,4
1280,510,46,4
1281,510,18,4
1282,511,46,1
1283,511,4,1
1284,512,18,1
1285,512,42,2
1286,513,45,5
1287,514,9,2
1288,514,42,5
1289,515,39,2
1290,515,50,4
1291,515,19,2
1292,515,1,1
1293,516,33,3
1294,516,5,3
1295,516,32,2
1296,517,15,4
1297,517,23,3
1298,517,41,2
1299,517,13,2
1300,518,30,3
1301,518,2,1
1302,518,1,2
1303,519,50,5
1304,520,36,3
1305,520,45,1
1306,521,44,4
1307,522,41,2
1308,523,23,3
1309,523,37,4
1310,523,2,1
1311,524,4,4
1312,525,15,3
1313,525,4,4
1314,526,2,5
1315,526,4,2
1316,526,6,5
1317,526,9,2
1318,527,6,2
1319,527,2,2
1320,527,47,2
1321,527,48,5
1322,528,5,1
1323,528,23,3
1324,528,6,5
1325,528,9,3
1326,529,32,4
1327,530,49,3
1328,530,21,3
1329,530,15,4
1330,530,50,1
1331,531,42,4
1332,531,12,4
1333,531,10,2
1334,532,25,5
1335,532,2,1
1336,532,7,3
1337,533,1,4
1338,533,24,2
1339,534,32,2
1340,534,10,3
1341,534,17,5
1342,535,6,2
1343,535,32,2
1344,535,27,3
1345,535,35,1
1346,536,30,2
1347,536,43,4
1348,537,1,4
1349,537,33,3
1350,537,26,4
1351,537,27,2
1352,538,18,5
1353,538,5,4
1354,539,35,5
1355,539,29,3
1356,539,33,4
1357,539,18,4
1358,540,43,2
1359,541,41,2
1360,542,1,1
1361,542,3,5
1362,542,27,3
1363,543,20,3
1364,543,10,3
1365,543,9,2
1366,543,16,3
1367,544,20,4
1368,545,36,3
1369,545,10,4
1370,545,8,3
1371,545,6,5
1372,546,11,5
1373,546,23,2
1374,546,17,1
1375,547,43,1
1376,547,45,1
1377,547,18,1
1378,547,19,5
1379,548,50,1
1380,548,13,5
1381,548,35,2
1382,548,36,4
1383,549,1,4
1384,549,43,2
1385,550,15,5
1386,550,22,3
1387,550,44,5
1388,551,47,5
1389,551,5,5
1390,552,38,1
1391,552,27,4
1392,552,35,4
1393,553,50,1
1394,553,2,1
1395,553,23,1
1396,554,6,3
1397,554,11,3
1398,555,43,3
1399,555,48,1
1400,556,16,1
1401,556,2,4
1402,557,20,5
1403,558,1,1
1404,558,16,5
1405,558,32,4
1406,558,10,1
1407,559,13,2
1408,560,45,2
1409,561,39,4
1410,562,6,1
1411,563,3,3
1412,563,1,4
1413,563,14,1
1414,564,7,4
1415,564,49,1
1416,565,49,1
1417,565,42,1
1418,565,36,4
1419,565,27,2
1420,566,44,1
1421,566,46,5
1422,566,40,3
1423,567,38,3
1424,568,34,1
1425,568,22,1
1426,568,24,2
1427,568,1,4
1428,569,15,2
1429,569,22,1
1430,569,34,1
1431,570,11,4
1432,570,36,5
1433,570,34,1
1434,570,44,4
1435,571,50,5
1436,571,30,1
1437,572,30,4
1438,572,8,1
1439,573,2,1
1440,573,36,5
1441,573,45,4
1442,573,33,2
1443,574,13,5
1444,574,44,5
1445,575,17,1
1446,575,31,5
1447,575,32,2
1448,575,50,4
1449,576,15,4
1450,576,3,5
1451,576,29,1
1452,577,12,3
1453,578,44,5
1454,579,23,1
1455,579,30,1
1456,579,33,2
1457,580,43,2
1458,580,19,2
1459,580,13,4
1460,581,11,4
1461,581,8,5
1462,582,25,5
1463,583,36,4
1464,583,23,4
1465,583,30,1
1466,583,17,4
1467,584,44,5
1468,584,23,1
1469,584,5,2
1470,584,28,5
1471,585,45,1
1472,585,48,3
1473,585,10,1
1474,586,27,3
1475,587,25,1
1476,587,5,4
1477,588,14,2
1478,589,3,3
1479,589,42,2
1480,589,34,3
1481,590,45,1
1482,590,48,5
1483,591,37,3
1484,591,9,5
1485,592,33,1
1486,592,5,1
1487,592,15,3
1488,593,48,4
1489,594,1,3
1490,595,3,1
1491,595,10,3
1492,596,25,4
1493,597,49,4
1494,597,46,3
1495,597,36,4
1496,598,15,5
1497,598,43,3
1498,599,20,1
1499,599,36,1
1500,600,21,1
1501,601,49,3
1502,602,27,4
1503,602,17,5
1504,602,50,5
1505,602,10,4
1506,603,21,4
1507,604,36,3
1508,604,22,1
1509,605,35,1
1510,605,50,4
1511,606,22,5
1512,606,7,3
1513,606,9,5
1514,606,15,4
1515,607,22,3
1516,608,10,1
1517,608,25,5
1518,608,41,4
1519,609,15,4
1520,609,47,1
1521,610,19,3
1522,610,28,3
1523,611,50,3
1524,611,30,1
1525,611,10,4
1526,611,3,1
1527,612,30,2
1528,613,33,4
1529,614,24,4
1530,615,49,5
1531,615,42,2
1532,615,31,4
1533,616,14,1
1534,617,21,1
1535,617,20,2
1536,617,15,4
1537,617,34,3
1538,618,20,5
1539,619,46,2
1540,619,30,4
1541,619,43,1
1542,620,37,3
1543,620,12,3
1544,621,44,4
1545,621,34,2
1546,621,26,5
1547,621,10,5
1548,622,3,4
1549,622,29,3
1550,622,27,2
1551,623,29,4
1552,624,10,1
1553,624,31,2
1554,625,14,4
1555,625,47,4
1556,625,36,4
1557,626,23,2
1558,626,39,2
1559,627,47,1
1560,627,33,4
1561,627,31,1
1562,627,39,3
1563,628,38,1
1564,628,44,3
1565,628,15,3
1566,628,12,2
1567,629,1,5
1568,629,23,5
1569,629,2,2
1570,630,13,1
1571,630,37,3
1572,630,27,5
1573,630,48,4
1574,631,17,2
1575,631,50,3
1576,631,1,4
1577,631,21,4
1578,632,48,4
1579,633,32,3
1580,633,46,2
1581,633,22,4
1582,633,23,1
1583,634,16,5
1584,635,10,2
1585,635,12,4
1586,635,31,2
1587,636,47,2
1588,636,14,2
1589,636,12,2
1590,636,4,4
1591,637,7,1
1592,638,24,5
1593,638,42,1
1594,638,32,4
1595,638,28,1
1596,639,11,2
1597,639,4,5
1598,639,50,5
1599,639,19,3
1600,640,19,3
1601,641,37,3
1602,641,36,2
1603,641,15,1
1604,641,3,4
1605,642,14,5
1606,643,12,2
1607,643,2,4
1608,644,7,3
1609,645,44,3
1610,645,26,4
1611,646,4,4
1612,647,5,4
1613,648,49,4
1614,648,2,2
1615,648,14,4
1616,648,6,1
1617,649,44,3
1618,649,1,5
1619,649,3,2
1620,650,12,4
1621,650,27,2
1622,651,18,2
1623,651,25,1
1624,651,37,4
1625,652,37,4
1626,652,18,4
1627,653,36,5
1628,653,1,2
1629,654,48,4
1630,655,17,3
1631,655,4,5
1632,655,11,5
1633,656,7,2
1634,656,45,5
1635,656,39,2
1636,657,30,2
1637,657,45,4
1638,658,35,2
1639,658,6,5
1640,659,25,2
1641,660,42,5
1642,660,4,4
1643,660,20,1
1644,661,28,4
1645,661,46,4
1646,662,42,2
1647,662,22,5
1648,662,11,3
1649,662,30,3
1650,663,38,3
1651,663,32,5
1652,664,2,1
1653,664,29,5
1654,664,47,5
1655,665,20,4
1656,665,1,3
1657,665,27,4
1658,665,48,1
1659,666,3,1
1660,666,35,1
1661,667,39,2
1662,667,3,2
