order_id,customer_id,order_date,sales_channel,order_status
166,460,2025-10-05,Online,Completed
167,669,2025-03-12,Mobile App,Cancelled
168,701,2025-04-14,Online,Completed
169,706,2025-12-28,Mobile App,Completed
170,441,2025-03-16,Mobile App,Cancelled
171,940,2025-03-22,Store,Completed
172,571,2025-09-30,Mobile App,Completed
173,189,2025-06-12,Online,Returned
174,31,2025-06-13,Store,Completed
175,311,2025-08-15,Mobile App,Returned
176,956,2025-05-21,Online,Completed
177,110,2025-03-09,Online,Completed
178,781,2025-11-10,Mobile App,Completed
179,621,2025-10-18,Mobile App,Completed
180,611,2025-04-29,Online,Returned
181,27,2025-07-03,Online,Returned
182,799,2025-09-02,Online,Cancelled
183,867,2025-11-06,Store,Returned
184,666,2025-07-11,Online,Completed
185,504,2025-08-31,Online,Completed
186,198,2025-04-26,Online,Completed
187,783,2025-01-08,Store,Completed
188,228,2025-12-10,Online,Completed
189,68,2025-04-01,Store,Cancelled
190,502,2025-12-19,Store,Completed
191,909,2025-05-07,Store,Completed
192,795,2025-01-22,Mobile App,Returned
193,845,2025-07-14,Mobile App,Completed
194,404,2025-11-10,Mobile App,Cancelled
195,609,2025-10-02,Mobile App,Returned
196,897,2025-12-27,Online,Cancelled
197,112,2025-08-20,Store,Completed
198,899,2025-05-06,Mobile App,Cancelled
199,406,2025-01-21,Mobile App,Completed
200,529,2025-11-19,Online,Completed
201,299,2025-08-14,Store,Completed
202,793,2025-05-27,Store,Completed
203,433,2025-05-31,Mobile App,Completed
204,707,2025-09-22,Online,Completed
205,850,2025-11-27,Store,Completed
206,740,2025-09-14,Online,Completed
207,798,2025-10-27,Mobile App,Cancelled
208,139,2025-07-21,Store,Completed
209,462,2025-01-13,Online,Completed
210,605,2025-12-31,Online,Completed
211,93,2025-05-09,Store,Returned
212,665,2025-12-31,Online,Returned
213,751,2025-03-05,Online,Completed
214,724,2025-08-19,Mobile App,Completed
215,88,2025-09-26,Mobile App,Completed
216,745,2025-09-19,Mobile App,Completed
217,388,2025-10-09,Store,Completed
218,787,2025-03-29,Store,Cancelled
219,893,2025-12-04,Online,Completed
220,890,2025-03-16,Online,Returned
221,53,2025-08-03,Store,Completed
222,748,2025-08-17,Store,Returned
223,186,2025-03-02,Online,Completed
224,4,2025-11-15,Store,Completed
225,470,2025-09-12,Store,Cancelled
226,827,2025-01-03,Mobile App,Completed
227,244,2025-04-22,Mobile App,Returned
228,488,2025-08-21,Store,Completed
229,82,2025-11-04,Mobile App,Completed
230,251,2025-10-08,Store,Cancelled
231,644,2025-10-13,Online,Completed
232,190,2025-03-17,Online,Returned
233,358,2025-01-19,Online,Completed
234,684,2025-10-23,Mobile App,Completed
235,340,2025-02-14,Online,Completed
236,427,2025-04-02,Online,Returned
237,292,2025-11-09,Mobile App,Returned
238,717,2025-11-01,Mobile App,Cancelled
239,182,2025-08-22,Mobile App,Cancelled
240,369,2025-01-19,Online,Completed
241,331,2025-07-08,Store,Completed
242,777,2025-08-07,Mobile App,Completed
243,300,2025-08-30,Online,Completed
244,712,2025-05-21,Store,Cancelled
245,424,2025-09-26,Online,Returned
246,215,2025-11-10,Online,Completed
247,586,2025-11-19,Mobile App,Completed
248,496,2025-12-19,Mobile App,Returned
249,295,2025-08-07,Mobile App,Completed
250,266,2025-09-27,Mobile App,Cancelled
251,363,2025-03-08,Mobile App,Cancelled
252,509,2025-09-24,Mobile App,Returned
253,510,2025-09-10,Online,Cancelled
254,239,2025-12-29,Store,Completed
255,2,2025-03-02,Online,Completed
256,641,2025-03-02,Mobile App,Completed
257,819,2025-11-12,Store,Completed
258,47,2025-06-20,Store,Cancelled
259,826,2025-11-23,Online,Completed
260,656,2025-04-14,Mobile App,Completed
261,261,2025-02-04,Store,Completed
262,519,2025-10-09,Store,Completed
263,117,2025-12-18,Store,Completed
264,406,2025-10-19,Mobile App,Completed
265,853,2025-03-31,Online,Completed
266,854,2025-06-23,Mobile App,Completed
267,939,2025-08-31,Online,Returned
268,140,2025-09-04,Online,Returned
269,472,2025-10-02,Store,Completed
270,803,2025-07-31,Mobile App,Completed
271,856,2025-09-24,Store,Cancelled
272,743,2025-12-14,Store,Cancelled
273,549,2025-01-10,Online,Cancelled
274,702,2025-06-19,Store,Completed
275,993,2025-03-18,Store,Completed
276,348,2025-07-12,Mobile App,Cancelled
277,863,2025-03-26,Mobile App,Cancelled
278,399,2025-04-06,Mobile App,Completed
279,886,2025-06-07,Mobile App,Completed
280,727,2025-01-17,Store,Completed
281,89,2025-09-12,Online,Completed
282,463,2025-06-04,Online,Cancelled
283,310,2025-03-31,Online,Completed
284,804,2025-01-20,Online,Completed
285,455,2025-09-17,Online,Completed
286,927,2025-09-14,Online,Completed
287,349,2025-09-05,Mobile App,Cancelled
288,318,2025-06-17,Online,Completed
289,842,2025-09-22,Mobile App,Completed
290,211,2025-01-19,Store,Completed
291,731,2025-09-25,Online,Completed
292,319,2025-01-23,Mobile App,Cancelled
293,893,2025-02-14,Store,Completed
294,911,2025-01-24,Online,Cancelled
295,785,2025-12-04,Mobile App,Completed
296,24,2025-10-23,Store,Returned
297,914,2025-04-18,Store,Completed
298,198,2025-05-27,Store,Cancelled
299,327,2025-08-14,Mobile App,Completed
300,280,2025-03-18,Online,Completed
301,118,2025-01-08,Mobile App,Cancelled
302,527,2025-02-22,Online,Cancelled
303,359,2025-10-09,Store,Completed
304,145,2025-12-27,Store,Cancelled
305,251,2025-03-29,Online,Completed
306,628,2025-06-23,Mobile App,Completed
307,52,2025-03-08,Online,Completed
308,925,2025-12-12,Online,Completed
309,393,2025-01-28,Online,Completed
310,402,2025-04-02,Mobile App,Cancelled
311,913,2025-10-31,Mobile App,Returned
312,717,2025-08-17,Mobile App,Completed
313,320,2025-06-20,Online,Returned
314,777,2025-12-10,Mobile App,Completed
315,998,2025-08-27,Mobile App,Completed
316,96,2025-12-24,Store,Completed
317,467,2025-06-08,Mobile App,Returned
318,728,2025-08-27,Store,Completed
319,971,2025-04-25,Online,Cancelled
320,265,2025-07-06,Store,Completed
321,717,2025-12-07,Store,Completed
322,465,2025-09-07,Online,Completed
323,487,2025-02-27,Store,Completed
324,473,2025-03-29,Store,Completed
325,619,2025-10-22,Online,Cancelled
326,106,2025-07-27,Mobile App,Completed
327,334,2025-10-12,Mobile App,Completed
328,812,2025-06-04,Mobile App,Completed
329,411,2025-10-30,Store,Completed
330,636,2025-05-05,Mobile App,Completed
331,998,2025-09-04,Store,Completed
332,349,2025-04-17,Mobile App,Cancelled
333,442,2025-08-11,Mobile App,Completed
334,558,2025-12-22,Online,Completed
335,679,2025-12-09,Online,Returned
336,954,2025-12-31,Mobile App,Completed
337,118,2025-10-31,Mobile App,Completed
338,334,2025-10-12,Online,Completed
339,181,2025-06-07,Store,Completed
340,613,2025-02-25,Mobile App,Cancelled
341,790,2025-07-14,Store,Completed
342,661,2025-12-05,Online,Completed
343,223,2025-03-13,Mobile App,Returned
344,830,2025-01-01,Online,Returned
345,153,2025-08-20,Mobile App,Completed
346,400,2025-11-12,Mobile App,Completed
347,201,2025-04-16,Mobile App,Completed
348,307,2025-10-19,Mobile App,Completed
349,941,2025-08-11,Mobile App,Completed
350,92,2025-10-26,Online,Cancelled
351,523,2025-07-26,Online,Completed
352,64,2025-07-09,Mobile App,Completed
353,1,2025-12-27,Mobile App,Completed
354,113,2025-05-25,Online,Completed
355,443,2025-12-26,Mobile App,Completed
356,641,2025-06-12,Mobile App,Completed
357,416,2025-07-15,Store,Cancelled
358,217,2025-12-06,Online,Completed
359,143,2025-04-07,Mobile App,Completed
360,864,2025-07-04,Store,Completed
361,296,2025-12-10,Online,Completed
362,12,2025-02-06,Mobile App,Completed
363,148,2025-09-07,Mobile App,Completed
364,999,2025-03-11,Online,Completed
365,658,2025-08-01,Store,Returned
366,619,2025-08-06,Mobile App,Completed
367,466,2025-09-18,Store,Cancelled
368,840,2025-08-19,Store,Completed
369,232,2025-04-06,Store,Cancelled
370,8,2025-10-23,Store,Returned
371,243,2025-12-31,Mobile App,Completed
372,421,2025-10-07,Mobile App,Completed
373,35,2025-01-20,Mobile App,Completed
374,722,2025-07-08,Online,Cancelled
375,494,2025-12-20,Online,Completed
376,748,2025-09-27,Store,Completed
377,530,2025-02-10,Mobile App,Cancelled
378,91,2025-05-06,Store,Returned
379,760,2025-12-06,Mobile App,Completed
380,701,2025-11-21,Mobile App,Cancelled
381,320,2025-11-10,Online,Completed
382,548,2025-01-06,Store,Completed
383,525,2025-08-29,Mobile App,Returned
384,340,2025-08-04,Store,Completed
385,297,2025-03-27,Online,Returned
386,946,2025-11-02,Mobile App,Completed
387,745,2025-10-16,Store,Completed
388,645,2025-08-31,Mobile App,Completed
389,587,2025-01-27,Mobile App,Completed
390,829,2025-11-16,Online,Completed
391,497,2025-02-12,Online,Cancelled
392,79,2025-05-23,Store,Completed
393,631,2025-05-24,Store,Completed
394,15,2025-02-27,Mobile App,Completed
395,932,2025-10-30,Mobile App,Completed
396,675,2025-08-17,Store,Completed
397,268,2025-12-25,Online,Completed
398,186,2025-09-28,Online,Completed
399,87,2025-03-16,Mobile App,Completed
400,858,2025-09-11,Store,Completed
401,244,2025-12-05,Store,Returned
402,653,2025-03-27,Online,Cancelled
403,752,2025-06-26,Online,Returned
404,271,2025-03-01,Online,Completed
405,476,2025-07-24,Store,Completed
406,488,2025-09-30,Online,Completed
407,700,2025-12-28,Store,Completed
408,269,2025-03-16,Mobile App,Completed
409,13,2025-05-28,Store,Completed
410,695,2025-06-11,Mobile App,Returned
411,979,2025-01-22,Online,Cancelled
412,653,2025-07-01,Store,Cancelled
413,941,2025-11-30,Store,Completed
414,277,2025-05-17,Online,Completed
415,671,2025-10-27,Store,Completed
416,792,2025-12-12,Mobile App,Completed
417,752,2025-12-11,Mobile App,Completed
418,533,2025-06-22,Mobile App,Returned
419,185,2025-06-10,Mobile App,Completed
420,689,2025-01-05,Online,Completed
421,422,2025-02-20,Mobile App,Completed
422,702,2025-08-17,Store,Completed
423,743,2025-05-26,Store,Completed
424,35,2025-01-13,Mobile App,Completed
425,59,2025-11-01,Mobile App,Completed
426,974,2025-11-03,Mobile App,Completed
427,726,2025-03-03,Online,Cancelled
428,134,2025-07-12,Mobile App,Returned
429,580,2025-04-05,Online,Returned
430,189,2025-05-10,Store,Completed
431,677,2025-02-08,Mobile App,Completed
432,945,2025-05-22,Store,Returned
433,926,2025-12-08,Store,Completed
434,166,2025-02-07,Store,Completed
435,392,2025-07-18,Store,Completed
436,265,2025-05-16,Online,Completed
437,72,2025-09-09,Online,Cancelled
438,403,2025-04-02,Mobile App,Completed
439,112,2025-03-15,Mobile App,Completed
440,224,2025-11-11,Mobile App,Completed
441,935,2025-08-15,Mobile App,Completed
442,106,2025-01-18,Online,Completed
443,586,2025-05-09,Store,Completed
444,919,2025-09-12,Online,Returned
445,656,2025-01-01,Online,Returned
446,400,2025-05-17,Online,Returned
447,338,2025-07-20,Mobile App,Completed
448,528,2025-12-29,Store,Completed
449,447,2025-07-26,Mobile App,Completed
450,554,2025-04-26,Online,Completed
451,978,2025-12-19,Store,Completed
452,581,2025-10-02,Store,Completed
453,699,2025-06-05,Store,Completed
454,648,2025-11-28,Online,Completed
455,548,2025-06-24,Online,Completed
456,779,2025-05-29,Mobile App,Completed
457,181,2025-10-11,Online,Completed
458,677,2025-04-08,Store,Returned
459,400,2025-02-24,Mobile App,Returned
460,368,2025-09-07,Online,Returned
461,449,2025-04-08,Online,Completed
462,198,2025-01-13,Mobile App,Cancelled
463,245,2025-09-08,Store,Completed
464,812,2025-10-04,Mobile App,Completed
465,512,2025-10-01,Store,Completed
466,38,2025-06-23,Online,Completed
467,807,2025-01-22,Store,Completed
468,217,2025-12-01,Mobile App,Cancelled
469,470,2025-12-14,Mobile App,Completed
470,759,2025-10-24,Online,Completed
471,38,2025-03-14,Store,Returned
472,20,2025-08-30,Mobile App,Completed
473,249,2025-12-26,Mobile App,Completed
474,15,2025-03-30,Mobile App,Completed
475,927,2025-06-07,Online,Completed
476,626,2025-03-29,Mobile App,Completed
477,838,2025-02-24,Online,Completed
478,610,2025-11-12,Online,Completed
479,824,2025-04-14,Store,Completed
480,831,2025-12-14,Store,Completed
481,124,2025-12-17,Mobile App,Cancelled
482,141,2025-06-14,Online,Completed
483,608,2025-03-30,Store,Completed
484,124,2025-05-21,Online,Completed
485,173,2025-12-23,Store,Cancelled
486,169,2025-08-13,Online,Cancelled
487,42,2025-03-10,Online,Returned
488,628,2025-07-12,Online,Completed
489,901,2025-09-07,Online,Completed
490,8,2025-04-02,Online,Returned
491,668,2025-10-31,Store,Completed
492,711,2025-09-01,Mobile App,Completed
493,212,2025-03-15,Mobile App,Completed
494,536,2025-08-19,Store,Completed
495,961,2025-03-31,Mobile App,Returned
496,39,2025-11-02,Online,Returned
497,512,2025-11-10,Online,Returned
498,847,2025-06-04,Store,Completed
499,5,2025-10-13,Online,Completed
500,121,2025-09-29,Online,Cancelled
501,371,2025-10-04,Mobile App,Completed
502,476,2025-11-17,Mobile App,Completed
503,284,2025-01-28,Online,Completed
504,816,2025-03-18,Mobile App,Completed
505,510,2025-04-01,Online,Returned
506,945,2025-01-23,Online,Returned
507,373,2025-05-26,Online,Completed
508,258,2025-06-21,Mobile App,Completed
509,45,2025-02-23,Mobile App,Completed
510,948,2025-10-03,Online,Completed
511,805,2025-01-15,Store,Cancelled
512,119,2025-02-06,Online,Returned
513,456,2025-10-31,Mobile App,Completed
514,430,2025-04-12,Mobile App,Returned
515,920,2025-06-16,Online,Completed
516,334,2025-04-27,Online,Completed
517,756,2025-07-31,Online,Completed
518,913,2025-04-23,Online,Completed
519,600,2025-09-06,Online,Completed
520,149,2025-04-21,Mobile App,Completed
521,183,2025-07-18,Store,Completed
522,469,2025-04-10,Mobile App,Completed
523,999,2025-05-19,Online,Completed
524,131,2025-01-17,Mobile App,Cancelled
525,62,2025-05-24,Online,Completed
526,873,2025-08-27,Store,Completed
527,176,2025-06-25,Online,Completed
528,619,2025-03-22,Mobile App,Cancelled
529,928,2025-03-29,Mobile App,Cancelled
530,876,2025-04-28,Online,Completed
531,878,2025-09-25,Store,Completed
532,606,2025-08-31,Store,Completed
533,15,2025-08-08,Mobile App,Completed
534,254,2025-06-17,Store,Cancelled
535,228,2025-10-30,Online,Cancelled
536,920,2025-01-03,Store,Completed
537,42,2025-08-29,Mobile App,Cancelled
538,35,2025-08-06,Mobile App,Completed
539,491,2025-12-23,Online,Completed
540,508,2025-05-04,Online,Cancelled
541,772,2025-01-07,Mobile App,Returned
542,417,2025-04-22,Online,Completed
543,303,2025-05-03,Mobile App,Completed
544,17,2025-09-03,Mobile App,Completed
545,166,2025-12-27,Store,Cancelled
546,766,2025-10-26,Online,Completed
547,475,2025-03-12,Mobile App,Completed
548,190,2025-07-09,Mobile App,Completed
549,721,2025-11-21,Online,Returned
550,73,2025-07-17,Mobile App,Completed
551,544,2025-01-17,Store,Completed
552,771,2025-05-19,Mobile App,Cancelled
553,556,2025-10-22,Online,Returned
554,83,2025-11-14,Store,Returned
555,955,2025-01-29,Mobile App,Returned
556,373,2025-01-27,Online,Completed
557,375,2025-08-27,Mobile App,Completed
558,375,2025-07-07,Online,Returned
559,573,2025-12-27,Online,Cancelled
560,727,2025-04-15,Online,Completed
561,245,2025-10-04,Online,Returned
562,490,2025-10-25,Mobile App,Completed
563,772,2025-04-26,Store,Completed
564,920,2025-05-17,Mobile App,Returned
565,434,2025-05-22,Online,Completed
566,382,2025-06-26,Store,Completed
567,514,2025-09-27,Online,Completed
568,727,2025-09-30,Mobile App,Cancelled
569,922,2025-05-30,Store,Cancelled
570,377,2025-12-11,Mobile App,Completed
571,193,2025-08-23,Online,Completed
572,401,2025-04-02,Store,Completed
573,112,2025-03-26,Store,Completed
574,714,2025-03-17,Store,Completed
575,896,2025-04-15,Mobile App,Returned
576,24,2025-05-31,Store,Returned
577,555,2025-03-09,Store,Completed
578,431,2025-08-16,Mobile App,Returned
579,22,2025-05-30,Online,Completed
580,23,2025-04-29,Mobile App,Returned
581,344,2025-07-30,Mobile App,Completed
582,672,2025-11-27,Store,Completed
583,608,2025-12-07,Mobile App,Cancelled
584,863,2025-10-08,Store,Completed
585,312,2025-10-18,Online,Completed
586,176,2025-05-14,Online,Completed
587,381,2025-05-28,Online,Completed
588,362,2025-05-26,Store,Completed
589,634,2025-03-24,Mobile App,Cancelled
590,293,2025-04-04,Online,Returned
591,710,2025-12-08,Online,Completed
592,244,2025-03-01,Online,Completed
593,589,2025-03-06,Store,Completed
594,379,2025-04-05,Online,Cancelled
595,725,2025-01-18,Mobile App,Completed
596,353,2025-03-17,Store,Completed
597,553,2025-03-25,Mobile App,Completed
598,125,2025-01-13,Store,Completed
599,787,2025-03-16,Store,Completed
600,160,2025-01-03,Mobile App,Cancelled
601,1000,2025-09-17,Store,Returned
602,723,2025-06-01,Store,Completed
603,993,2025-10-21,Mobile App,Completed
604,819,2025-10-17,Mobile App,Completed
605,347,2025-12-19,Online,Returned
606,491,2025-01-21,Online,Returned
607,565,2025-03-01,Store,Completed
608,412,2025-11-13,Online,Completed
609,366,2025-02-17,Store,Completed
610,623,2025-11-25,Online,Cancelled
611,540,2025-04-24,Store,Completed
612,24,2025-02-12,Mobile App,Completed
613,694,2025-12-10,Online,Cancelled
614,404,2025-04-10,Store,Completed
615,618,2025-11-06,Mobile App,Completed
616,931,2025-12-08,Store,Completed
617,152,2025-08-07,Store,Completed
618,382,2025-01-07,Store,Completed
619,360,2025-06-07,Store,Cancelled
620,90,2025-04-21,Mobile App,Completed
621,760,2025-08-01,Store,Completed
622,168,2025-08-06,Mobile App,Completed
623,143,2025-10-28,Mobile App,Completed
624,148,2025-04-17,Store,Completed
625,889,2025-09-26,Store,Completed
626,956,2025-10-30,Store,Completed
627,7,2025-07-29,Mobile App,Completed
628,425,2025-03-31,Mobile App,Completed
629,728,2025-10-18,Online,Completed
630,191,2025-07-15,Store,Cancelled
631,503,2025-01-22,Store,Cancelled
632,312,2025-09-10,Mobile App,Returned
633,475,2025-04-25,Online,Completed
634,158,2025-05-15,Store,Returned
635,855,2025-11-22,Store,Completed
636,670,2025-12-07,Store,Completed
637,184,2025-09-09,Mobile App,Returned
638,251,2025-01-15,Online,Completed
639,505,2025-02-04,Mobile App,Returned
640,371,2025-10-25,Store,Cancelled
641,447,2025-05-13,Mobile App,Returned
642,488,2025-12-22,Online,Completed
643,525,2025-10-22,Online,Completed
644,167,2025-10-25,Online,Completed
645,328,2025-08-25,Mobile App,Completed
646,366,2025-03-25,Online,Completed
647,370,2025-08-03,Mobile App,Completed
648,50,2025-05-29,Store,Cancelled
649,655,2025-02-09,Mobile App,Completed
650,785,2025-11-18,Online,Completed
651,614,2025-03-27,Mobile App,Completed
652,894,2025-06-11,Mobile App,Completed
653,278,2025-12-17,Mobile App,Returned
654,372,2025-02-19,Mobile App,Cancelled
655,361,2025-03-15,Online,Completed
656,531,2025-05-25,Store,Completed
657,422,2025-06-24,Online,Completed
658,224,2025-03-21,Mobile App,Completed
659,852,2025-04-07,Mobile App,Cancelled
660,707,2025-09-27,Mobile App,Returned
661,565,2025-12-26,Online,Completed
662,472,2025-02-09,Online,Completed
663,946,2025-01-09,Store,Completed
664,320,2025-12-20,Store,Completed
665,837,2025-08-15,Mobile App,Cancelled
666,782,2025-06-25,Online,Returned
667,312,2025-01-15,Mobile App,Completed
668,228,2025-03-07,Mobile App,Completed
669,705,2025-04-27,Store,Completed
670,215,2025-03-08,Online,Completed
671,708,2025-02-27,Online,Completed
672,794,2025-09-05,Store,Completed
673,202,2025-02-25,Online,Returned
674,526,2025-10-31,Online,Completed
675,122,2025-05-10,Online,Completed
676,309,2025-12-08,Online,Completed
677,802,2025-03-05,Mobile App,Completed
678,602,2025-04-13,Online,Returned
679,360,2025-01-15,Online,Completed
680,867,2025-05-23,Mobile App,Completed
681,361,2025-03-24,Mobile App,Returned
682,628,2025-05-04,Mobile App,Cancelled
683,70,2025-02-20,Mobile App,Completed
684,542,2025-04-22,Mobile App,Completed
685,988,2025-05-25,Online,Cancelled
686,5,2025-02-20,Online,Cancelled
687,872,2025-12-29,Store,Completed
688,715,2025-10-29,Online,Completed
689,690,2025-02-24,Online,Completed
690,389,2025-08-06,Online,Cancelled
691,234,2025-07-28,Online,Completed
692,127,2025-08-27,Online,Cancelled
693,140,2025-09-11,Store,Returned
694,296,2025-10-13,Mobile App,Completed
695,85,2025-06-17,Store,Completed
696,395,2025-05-26,Store,Cancelled
697,754,2025-06-09,Mobile App,Completed
698,232,2025-10-11,Store,Completed
699,876,2025-08-08,Online,Completed
700,917,2025-09-01,Mobile App,Completed
701,184,2025-01-07,Mobile App,Completed
702,689,2025-02-23,Store,Completed
703,536,2025-12-04,Mobile App,Completed
704,123,2025-03-15,Store,Completed
705,712,2025-10-30,Online,Returned
706,948,2025-03-28,Online,Completed
707,999,2025-04-12,Store,Completed
708,610,2025-07-26,Online,Completed
709,859,2025-08-06,Mobile App,Completed
710,286,2025-10-25,Mobile App,Completed
711,775,2025-11-26,Store,Completed
712,488,2025-12-08,Mobile App,Completed
713,497,2025-09-19,Store,Completed
714,787,2025-08-21,Online,Completed
715,257,2025-09-08,Store,Completed
716,644,2025-03-10,Online,Completed
717,756,2025-01-28,Online,Completed
718,695,2025-01-14,Online,Completed
719,620,2025-12-14,Store,Completed
